Port Number,Parameter Number,Parameter Name,Parameter Value,Parameter Value Enum,Parameter Max Value,Parameter Min Value,Parameter Default Value,Parameter Unit,Parameter Writable,Value Does Not Default
0,797,PLL Ext Spd Stpt,0.00,,220000000.00,-220000000.00,0.00,    ,True,False
0,798,PLL Ext SpdScale,1.00,,220000000.00,-220000000.00,1.00,    ,True,False
0,799,PLL Psn Ref Sel,800,,159999,1,800,    ,True,False
0,800,PLL Psn Stpt,0,,2147483647,-2147483648,0,    ,True,False
0,801,PLL BW,20.00,,8000.00,0.00,20.00,R/S ,True,False
0,802,PLL LPFilter BW,50.00,,8000.00,0.00,50.00,R/S ,True,False
0,803,PLL Virt Enc RPM,1750.00,,40000.00,1.00,1750.00,RPM ,True,False
0,804,PLL EPR Input,1048576,,67108864,1,1048576,    ,True,False
0,805,PLL Rvls Input,1,,1000000,1,1,    ,True,False
0,806,PLL Psn Out Fltr,0.00,,220000000.00,-220000000.00,0.00,    ,False,False
0,807,PLL Speed Out,0.00,,220000000.00,-220000000.00,0.00,    ,False,False
0,808,PLL Speed OutAdv,0.00,,220000000.00,-220000000.00,0.00,    ,False,False
0,809,PLL Enc Out,0,,2147483647,-2147483648,0,    ,False,False
0,810,PLL Enc Out Adv,0,,2147483647,-2147483648,0,    ,False,False
0,811,PLL EPR Output,1048576,,67108864,1,1048576,    ,True,False
0,812,PLL Rvls Output,1,,2000000,1,1,    ,True,False
0,813,Reserved,0,,0,0,0,    ,False,False
0,814,Reserved,0,,0,0,0,    ,False,False
0,815,Psn Ref EGR Out,0,,2147483647,-2147483648,0,    ,False,False
0,816,Psn EGR Mult,1,,2000000,-2000000,1,    ,True,False
0,817,Psn EGR Div,1,,2000000,1,1,    ,True,False
0,818,Reserved,0,,0,0,0,    ,False,False
0,819,Reserved,0,,0,0,0,    ,False,False
0,820,Psn Offset 1 Sel,821,,159999,1,821,    ,True,False
0,821,Psn Offset 1,0,,2147483647,-2147483648,0,    ,True,False
0,822,Psn Offset 2 Sel,823,,159999,1,823,    ,True,False
0,823,Psn Offset 2,0,,2147483647,-2147483648,0,    ,True,False
0,824,Psn Offset Vel,0.30,,480.00,-480.00,0.30,Hz  ,True,False
0,825,LdPsn Fdbk Mult,1,,1000000,-1000000,1,    ,True,False
0,826,LdPsn Fdbk Div,1,,2000000,1,1,    ,True,False
0,827,Reserved,0,,0,0,0,    ,False,False
0,828,Reserved,0,,0,0,0,    ,False,False
0,829,Reserved,0,,0,0,0,    ,False,False
0,830,PsnNtchFltrFreq,0.00,,500.00,0.00,0.00,Hz  ,True,False
0,831,PsnNtchFltrDepth,50.00,,500.00,0.00,50.00,    ,True,False
0,832,Psn Out Fltr Sel,0,Off         ,1,0,0,    ,True,False
0,833,Psn Out FltrGain,3.000,,5.000,-5.000,3.000,    ,True,False
0,834,Psn Out Fltr BW,50.00,,500.00,0.00,50.00,R/S ,True,False
0,835,Psn Error,0,,2147483647,-2147483648,0,    ,False,False
0,836,Psn Actual,0,,2147483647,-2147483648,0,    ,False,False
0,837,Psn Load Actual,0,,2147483647,-2147483648,0,    ,False,False
0,838,Psn Reg Ki,4.00,,25000.00,0.00,4.00,    ,True,False
0,839,Psn Reg Kp,4.00,,2000.00,0.00,4.00,R/S ,True,False
0,840,PReg Pos Int Lmt,100.00,,800.00,0.00,100.00,%   ,True,False
0,841,PReg Neg Int Lmt,-100.00,,0.00,-800.00,-100.00,%   ,True,False
0,842,PsnReg IntgrlOut,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,843,PsnReg Spd Out,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,844,PReg Pos Spd Lmt,10.00,,800.00,0.00,10.00,%   ,True,False
0,845,PReg Neg Spd Lmt,-10.00,,0.00,-800.00,-10.00,%   ,True,False
0,846,Psn Reg Droop,0.00,,25.00,0.00,0.00,Secs,True,False
0,847,Psn Fdbk,0,,2147483647,-2147483648,0,    ,False,False
0,848,Psn Gear Ratio,1.0000,,9999.0000,0.0001,1.0000,    ,True,False
0,849,Reserved,0,,0,0,0,    ,False,False
0,850,Reserved,0,,0,0,0,    ,False,False
0,851,Reserved,0,,0,0,0,    ,False,False
0,852,Reserved,0,,0,0,0,    ,False,False
0,853,Reserved,0,,0,0,0,    ,False,False
0,854,Reserved,0,,0,0,0,    ,False,False
0,855,Reserved,0,,0,0,0,    ,False,False
0,856,Reserved,0,,0,0,0,    ,False,False
0,857,Reserved,0,,0,0,0,    ,False,False
0,858,Reserved,0,,0,0,0,    ,False,False
0,859,Reserved,0,,0,0,0,    ,False,False
0,860,Reserved,0,,0,0,0,    ,False,False
0,861,Reserved,0,,0,0,0,    ,False,False
0,862,Reserved,0,,0,0,0,    ,False,False
0,863,Reserved,0,,0,0,0,    ,False,False
0,864,Reserved,0,,0,0,0,    ,False,False
0,865,DPI Pt1 Flt Actn,0,Fault       ,4,0,0,    ,True,False
0,866,DPI Pt2 Flt Actn,0,Fault       ,4,0,0,    ,True,False
0,867,DPI Pt3 Flt Actn,0,Fault       ,4,0,0,    ,True,False
0,868,DPI Pt1 Flt Ref,0.000,,220000000.000,-220000000.000,0.000,    ,True,False
0,869,DPI Pt2 Flt Ref,0.000,,220000000.000,-220000000.000,0.000,    ,True,False
0,870,DPI Pt3 Flt Ref,0.000,,220000000.000,-220000000.000,0.000,    ,True,False
0,871,Port 1 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,872,Port 2 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,873,Port 3 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,874,Port 4 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,875,Port 5 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,876,Port 6 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,877,Port13 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,878,Port14 Reference,0.00,,480.00,-480.00,0.00,Hz  ,False,False
0,879,Drive Logic Rslt,00000000,Stop        ,000FFFFF,00000000,00000000,    ,False,False
0,880,DPI Ref Rslt,0.000,,2147483.624,-2147483.648,0.000,Hz  ,False,False
0,881,DPI Ramp Rslt,0.000,,2147483.624,-2147483.648,0.000,Hz  ,False,False
0,882,DPI Logic Rslt,00000000,Stop        ,FFFFFFFF,00000000,00000000,    ,False,False
0,883,Drive Ref Rslt,0.000,,2147480000.000,-2147480000.000,0.000,Hz  ,False,False
0,884,Drive Ramp Rslt,0.000,,2147480000.000,-2147480000.000,0.000,Hz  ,False,False
0,885,Port Mask Act,63FF,,FFFF,0000,0000,    ,False,False
0,886,Logic Mask Act,607F,,FFFF,0000,0000,    ,False,False
0,887,Write Mask Act,63FE,,FFFF,0000,007E,    ,False,False
0,888,Write Mask Cfg,63FE,,7FFF,0000,63FE,    ,True,False
0,889,Reserved,0,,0,0,0,    ,False,False
0,890,Reserved,0,,0,0,0,    ,False,False
0,891,Reserved,0,,0,0,0,    ,False,False
0,892,Reserved,0,,0,0,0,    ,False,False
0,893,Reserved,0,,0,0,0,    ,False,False
0,894,Reserved,0,,0,0,0,    ,False,False
0,895,Data In A1,0,,159999,0,0,    ,True,False
0,896,Data In A2,0,,159999,0,0,    ,True,False
0,897,Data In B1,0,,159999,0,0,    ,True,False
0,898,Data In B2,0,,159999,0,0,    ,True,False
0,899,Data In C1,0,,159999,0,0,    ,True,False
0,900,Data In C2,0,,159999,0,0,    ,True,False
0,901,Data In D1,0,,159999,0,0,    ,True,False
0,902,Data In D2,0,,159999,0,0,    ,True,False
0,903,Reserved,0,,0,0,0,    ,False,False
0,904,Reserved,0,,0,0,0,    ,False,False
0,905,Data Out A1,0,,159999,0,0,    ,True,False
0,906,Data Out A2,0,,159999,0,0,    ,True,False
0,907,Data Out B1,0,,159999,0,0,    ,True,False
0,908,Data Out B2,0,,159999,0,0,    ,True,False
0,909,Data Out C1,0,,159999,0,0,    ,True,False
0,910,Data Out C2,0,,159999,0,0,    ,True,False
0,911,Data Out D1,0,,159999,0,0,    ,True,False
0,912,Data Out D2,0,,159999,0,0,    ,True,False
0,913,Reserved,0,,0,0,0,    ,False,False
0,914,Reserved,0,,0,0,0,    ,False,False
0,915,Reserved,0,,0,0,0,    ,False,False
0,916,Reserved,0,,0,0,0,    ,False,False
0,917,Reserved,0,,0,0,0,    ,False,False
0,918,Reserved,0,,0,0,0,    ,False,False
0,919,Stop Owner,0000,Digital In  ,7FFF,0000,0000,    ,False,False
0,920,Start Owner,0000,Digital In  ,7FFF,0000,0000,    ,False,False
0,921,Jog Owner,0000,Digital In  ,7FFF,0000,0000,    ,False,False
0,922,Dir Owner,0000,Digital In  ,7FFF,0000,0000,    ,False,False
0,923,Clear Flt Owner,0000,Digital In  ,7FFF,0000,0000,    ,False,False
0,924,Manual Owner,0000,Digital In  ,7FFF,0000,0000,    ,False,False
0,925,Ref Select Owner,0000,Digital In  ,7FFF,0000,0000,    ,False,False
0,926,Reserved,0,,0,0,0,    ,False,False
0,927,Reserved,0,,0,0,0,    ,False,False
0,928,Reserved,0,,0,0,0,    ,False,False
0,929,Reserved,0,,0,0,0,    ,False,False
0,930,Speed Ref Source,877,,159999,0,0,    ,False,False
0,931,Last StartSource,0,Pwr Removed ,20,0,0,    ,False,False
0,932,Last Stop Source,0,Pwr Removed ,20,0,0,    ,False,False
0,933,Start Inhibits,00000000,Faulted     ,000007FF,00000000,00000000,    ,False,False
0,934,Last StrtInhibit,00000000,Faulted     ,000007FF,00000000,00000000,    ,False,False
0,935,Drive Status 1,2300040D,,FFFFFFFF,00000000,00000000,    ,False,False
0,936,Drive Status 2,00000100,,0000FFFF,00000000,00000000,    ,False,False
0,937,Condition Sts 1,00000000,Power Loss  ,00007FFF,00000000,00000000,    ,False,False
0,938,Reserved,0,,0,0,0,    ,False,False
0,939,Reserved,0,,0,0,0,    ,False,False
0,940,Drive OL Count,0.00,,200.00,0.00,0.00,%   ,False,False
0,941,IGBT Temp Pct,21.87,,200.00,-200.00,0.00,%   ,False,False
0,942,IGBT Temp C,32.80,,200.00,-200.00,0.00,DegC,False,False
0,943,Drive Temp Pct,28.52,,200.00,-200.00,0.00,%   ,False,False
0,944,Drive Temp C,32.80,,200.00,-200.00,0.00,DegC,False,False
0,945,At Limit Status,00000000,Current Lmt ,FFFFFFFF,00000000,00000000,    ,False,False
0,946,Safety Port Sts,0000,Reserved    ,01FF,0000,0000,    ,False,False
0,947,Reserved,0,,0,0,0,    ,False,False
0,948,Reserved,0,,0,0,0,    ,False,False
0,949,Reserved,0,,0,0,0,    ,False,False
0,950,Minor Flt Cfg,0000,Enable      ,0001,0000,0000,    ,True,False
0,951,Last Fault Code,58,,424648720,0,0,    ,False,False
0,952,Fault Status A,00000000,Power Loss  ,00003FFF,00000000,00000000,    ,False,False
0,953,Fault Status B,00000000,Aux InputFlt,007FFFFF,00000000,00000000,    ,False,False
0,954,Status1 at Fault,0200048C,,FFFFFFFF,00000000,00000000,    ,False,False
0,955,Status2 at Fault,00000100,,00001FFF,00000000,00000000,    ,False,False
0,956,Fault Frequency,0.00,,650.00,-650.00,0.00,Hz  ,False,False
0,957,Fault Amps,0.00,,6.80,0.00,0.00,Amps,False,False
0,958,Fault Bus Volts,572.56,,920.00,0.00,0.00,VDC ,False,False
0,959,Alarm Status A,00000000,Power Loss  ,0000FFFF,00000000,00000000,    ,False,False
0,960,Alarm Status B,00000000,IGBT OT     ,0000FFFF,00000000,00000000,    ,False,False
0,961,Type 2 Alarms,00000000,Sleep Cfg   ,0007FFFF,00000000,00000000,    ,False,False
0,962,AlarmA at Fault,00000000,Power Loss  ,0000FFFF,00000000,00000000,    ,False,False
0,963,AlarmB at Fault,00000000,IGBT OT     ,0000FFFF,00000000,00000000,    ,False,False
0,964,Reserved,0,,0,0,0,    ,False,False
0,965,Reserved,0,,0,0,0,    ,False,False
0,966,Reserved,0,,0,0,0,    ,False,False
0,967,Reserved,0,,0,0,0,    ,False,False
0,968,Reserved,0,,0,0,0,    ,False,False
0,969,Reserved,0,,0,0,0,    ,False,False
0,970,Testpoint Sel 1,0,,2147483647,-2147483648,0,    ,True,False
0,971,Testpoint Fval 1,0.000000,,220000000.000000,-220000000.000000,0.000000,    ,True,False
0,972,Testpoint Lval 1,0,,2147483647,-2147483648,0,    ,True,False
0,973,Reserved,0,,0,0,0,    ,False,False
0,974,Testpoint Sel 2,0,,2147483647,-2147483648,0,    ,True,False
0,975,Testpoint Fval 2,0.000000,,220000000.000000,-220000000.000000,0.000000,    ,True,False
0,976,Testpoint Lval 2,0,,2147483647,-2147483648,0,    ,True,False
0,977,Reserved,0,,0,0,0,    ,False,False
0,978,Testpoint Sel 3,0,,2147483647,-2147483648,0,    ,True,False
0,979,Testpoint Fval 3,0.000000,,220000000.000000,-220000000.000000,0.000000,    ,True,False
0,980,Testpoint Lval 3,0,,2147483647,-2147483648,0,    ,True,False
0,981,Reserved,0,,0,0,0,    ,False,False
0,982,Testpoint Sel 4,0,,2147483647,-2147483648,0,    ,True,False
0,983,Testpoint Fval 4,0.000000,,220000000.000000,-220000000.000000,0.000000,    ,True,False
0,984,Testpoint Lval 4,0,,2147483647,-2147483648,0,    ,True,False
0,985,Reserved,0,,0,0,0,    ,False,False
0,986,Reserved,0,,0,0,0,    ,False,False
0,987,Reserved,0,,0,0,0,    ,False,False
0,988,Reserved,0,,0,0,0,    ,False,False
0,989,Reserved,0,,0,0,0,    ,False,False
0,990,Reserved,0,,0,0,0,    ,False,False
0,991,Reserved,0,,0,0,0,    ,False,False
0,992,Reserved,0,,0,0,0,    ,False,False
0,993,Reserved,0,,0,0,0,    ,False,False
0,994,Reserved,0,,0,0,0,    ,False,False
0,995,Reserved,0,,0,0,0,    ,False,False
0,996,Reserved,0,,0,0,0,    ,False,False
0,997,Reserved,0,,0,0,0,    ,False,False
0,998,Reserved,0,,0,0,0,    ,False,False
0,999,Reserved,0,,0,0,0,    ,False,False
0,1000,Reserved,0,,0,0,0,    ,False,False
0,1001,Reserved,0,,0,0,0,    ,False,False
0,1002,Reserved,0,,0,0,0,    ,False,False
0,1003,Reserved,0,,0,0,0,    ,False,False
0,1004,Reserved,0,,0,0,0,    ,False,False
0,1005,Reserved,0,,0,0,0,    ,False,False
0,1006,Reserved,0,,0,0,0,    ,False,False
0,1007,Reserved,0,,0,0,0,    ,False,False
0,1008,Reserved,0,,0,0,0,    ,False,False
0,1009,Reserved,0,,0,0,0,    ,False,False
0,1010,Reserved,0,,0,0,0,    ,False,False
0,1011,Reserved,0,,0,0,0,    ,False,False
0,1012,Reserved,0,,0,0,0,    ,False,False
0,1013,Reserved,0,,0,0,0,    ,False,False
0,1014,Reserved,0,,0,0,0,    ,False,False
0,1015,Reserved,0,,0,0,0,    ,False,False
0,1016,Reserved,0,,0,0,0,    ,False,False
0,1017,Reserved,0,,0,0,0,    ,False,False
0,1018,Reserved,0,,0,0,0,    ,False,False
0,1019,Reserved,0,,0,0,0,    ,False,False
0,1020,Reserved,0,,0,0,0,    ,False,False
0,1021,Reserved,0,,0,0,0,    ,False,False
0,1022,Reserved,0,,0,0,0,    ,False,False
0,1023,Reserved,0,,0,0,0,    ,False,False
0,1024,Reserved,0,,0,0,0,    ,False,False
0,1025,Reserved,0,,0,0,0,    ,False,False
0,1026,Reserved,0,,0,0,0,    ,False,False
0,1027,Reserved,0,,0,0,0,    ,False,False
0,1028,Reserved,0,,0,0,0,    ,False,False
0,1029,Reserved,0,,0,0,0,    ,False,False
0,1030,Reserved,0,,0,0,0,    ,False,False
0,1031,Reserved,0,,0,0,0,    ,False,False
0,1032,Reserved,0,,0,0,0,    ,False,False
0,1033,Reserved,0,,0,0,0,    ,False,False
0,1034,Reserved,0,,0,0,0,    ,False,False
0,1035,PkDtct Stpt Real,0.000000,,220000000.000000,-220000000.000000,0.000000,    ,True,False
0,1036,PkDtct Stpt DInt,0,,2147483647,-2147483648,0,    ,True,False
0,1037,PkDtct1 In Sel,1035,,159999,0,1035,    ,True,False
0,1038,PkDtct1PresetSel,0,,159999,0,0,    ,True,False
0,1039,Peak1 Cfg,0000,Peak1 Peak  ,0007,0000,0000,    ,True,False
0,1040,Peak 1 Change,0000,Peak1Change ,0001,0000,0000,    ,False,False
0,1041,PeakDetect1 Out,0.000000,,214748000.000000,-214748000.000000,0.000000,    ,False,False
0,1042,PkDtct2 In Sel,1035,,159999,0,1035,    ,True,False
0,1043,PkDtct2PresetSel,0,,159999,0,0,    ,True,False
0,1044,Peak2 Cfg,0000,Peak2 Peak  ,0007,0000,0000,    ,True,False
0,1045,Peak 2 Change,0000,Peak2Change ,0001,0000,0000,    ,False,False
0,1046,PeakDetect2 Out,0.000000,,214748000.000000,-214748000.000000,0.000000,    ,False,False
0,1047,Reserved,0,,0,0,0,    ,False,False
0,1048,Reserved,0,,0,0,0,    ,False,False
0,1049,Reserved,0,,0,0,0,    ,False,False
0,1050,Reserved,0,,0,0,0,    ,False,False
0,1051,Reserved,0,,0,0,0,    ,False,False
0,1052,Reserved,0,,0,0,0,    ,False,False
0,1053,Reserved,0,,0,0,0,    ,False,False
0,1054,Reserved,0,,0,0,0,    ,False,False
0,1055,Reserved,0,,0,0,0,    ,False,False
0,1056,Reserved,0,,0,0,0,    ,False,False
0,1057,Reserved,0,,0,0,0,    ,False,False
0,1058,Reserved,0,,0,0,0,    ,False,False
0,1059,Reserved,0,,0,0,0,    ,False,False
0,1060,Reserved,0,,0,0,0,    ,False,False
0,1061,Reserved,0,,0,0,0,    ,False,False
0,1062,Reserved,0,,0,0,0,    ,False,False
0,1063,Reserved,0,,0,0,0,    ,False,False
0,1064,Reserved,0,,0,0,0,    ,False,False
0,1065,PID Cfg,0000,Preload Int ,007F,0000,0000,    ,True,False
0,1066,PID Control,0000,PID Enable  ,000F,0000,0000,    ,True,False
0,1067,PID Ref Sel,1070,,159999,1,1070,    ,True,False
0,1068,PID Ref AnlgHi,100.00,,100.00,-100.00,100.00,%   ,True,False
0,1069,PID Ref AnlgLo,0.00,,100.00,-100.00,0.00,%   ,True,False
0,1070,PID Setpoint,0.00,,100.00,-100.00,0.00,%   ,True,False
0,1071,PID Ref Mult,100.00,,100.00,-100.00,100.00,%   ,True,False
0,1072,PID Fdbk Sel,1077,,159999,1,1077,    ,True,False
0,1073,PID Fdbk AnlgHi,100.00,,100.00,-100.00,100.00,%   ,True,False
0,1074,PID Fdbk AnlgLo,0.00,,100.00,-100.00,0.00,%   ,True,False
0,1075,PID FBLoss SpSel,546,,159999,0,546,    ,True,False
0,1076,PID FBLoss TqSel,676,,159999,0,676,    ,True,False
0,1077,PID Fdbk,0.00,,100.00,-100.00,0.00,%   ,True,False
0,1078,PID Fdbk Mult,100.00,,100.00,-100.00,100.00,%   ,True,False
0,1079,PID Output Sel,2,Speed Trim  ,6,0,2,    ,True,False
0,1080,PID Output Mult,100.00000,,100.00000,-100.00000,100.00000,%   ,True,False
0,1081,PID Upper Limit,100.00,,800.00,-800.00,100.00,%   ,True,False
0,1082,PID Lower Limit,-100.00,,800.00,-800.00,-100.00,%   ,True,False
0,1083,PID Deadband,0.00,,100.00,0.00,0.00,%   ,True,False
0,1084,PID LP Filter BW,0.00,,100.00,0.00,0.00,R/S ,True,False
0,1085,PID Preload,0.00,,100.00,-100.00,0.00,%   ,True,False
0,1086,PID Prop Gain,1.00,,100.00,0.00,1.00,    ,True,False
0,1087,PID Int Time,1.00,,100.00,0.00,1.00,Secs,True,False
0,1088,PID Deriv Time,0.00,,100.00,0.00,0.00,Secs,True,False
0,1089,PID Status,0000,PID Enabled ,000F,0000,0000,    ,False,False
0,1090,PID Ref Meter,0.00,,100.00,-100.00,0.00,%   ,False,False
0,1091,PID Fdbk Meter,0.00,,100.00,-100.00,0.00,%   ,False,False
0,1092,PID Error Meter,0.00,,200.00,-200.00,0.00,%   ,False,False
0,1093,PID Output Meter,0.00,,800.00,-800.00,0.00,%   ,False,False
0,1094,Reserved,0,,0,0,0,    ,False,False
0,1095,Reserved,0,,0,0,0,    ,False,False
0,1096,Reserved,0,,0,0,0,    ,False,False
0,1097,Reserved,0,,0,0,0,    ,False,False
0,1098,Reserved,0,,0,0,0,    ,False,False
0,1099,Reserved,0,,0,0,0,    ,False,False
0,1100,Trq Prove Cfg,0000,TP Enable   ,07FF,0000,0000,    ,True,False
0,1101,Trq Prove Setup,0000,Fast Stop   ,00FF,0000,0000,    ,True,False
0,1102,DI FloatMicroPsn,0.00,,159999.15,0.00,0.00,    ,True,False
0,1103,Trq Prove Status,0010,,01FF,0000,0000,    ,False,False
0,1104,Trq Lmt SlewRate,10.000,,300.000,0.500,10.000,Secs,True,False
0,1105,Speed Dev Band,2.0040,,15.0000,0.0960,2.0040,Hz  ,True,False
0,1106,SpdBand Intgrtr,0.060,,2.000,0.001,0.060,Secs,True,False
0,1107,Brk Release Time,0.100,,10.000,0.000,0.100,Secs,True,False
0,1108,Brk Set Time,0.100,,10.000,0.000,0.100,Secs,True,False
0,1109,Brk Alarm Travel,1.00,,1000.00,0.00,1.00,    ,True,False
0,1110,Brk Slip Count,250.00,,2147480000.00,0.00,250.00,    ,True,False
0,1111,Float Tolerance,2.004,,15.000,0.060,2.004,Hz  ,True,False
0,1112,MicroPsnScalePct,10.000,,100.000,0.100,10.000,%   ,True,False
0,1113,ZeroSpdFloatTime,5.000,,500.000,0.100,5.000,Secs,True,False
0,1114,Brake Test Torq,50.0,,150.0,-150.0,50.0,%   ,True,False
0,1115,Reserved,0,,0,0,0,    ,False,False
0,1116,Reserved,0,,0,0,0,    ,False,False
0,1117,Reserved,0,,0,0,0,    ,False,False
0,1118,Reserved,0,,0,0,0,    ,False,False
0,1119,Reserved,0,,0,0,0,    ,False,False
0,1120,Fiber Control,0000,Sync Enable ,0003,0000,0000,    ,True,False
0,1121,Fiber Status,0000,Sync Hold   ,000F,0000,0000,    ,False,False
0,1122,Sync Time,0.0,,3600.0,0.0,0.0,Secs,True,False
0,1123,Traverse Inc,0.00,,30.00,0.00,0.00,Secs,True,False
0,1124,Traverse Dec,0.00,,30.00,0.00,0.00,Secs,True,False
0,1125,Max Traverse,0.00,,60.00,0.00,0.00,Hz  ,True,False
0,1126,P Jump,0.00,,60.00,0.00,0.00,Hz  ,True,False
0,1127,Reserved,0,,0,0,0,    ,False,False
0,1128,Reserved,0,,0,0,0,    ,False,False
0,1129,DI Fiber SyncEna,0.00,,159999.15,0.00,0.00,    ,True,False
0,1130,DI Fiber TravDis,0.00,,159999.15,0.00,0.00,    ,True,False
0,1131,Adj Vltg Config,0001,,0001,0000,0001,    ,True,False
0,1132,Reserved,0,,0,0,0,    ,False,False
0,1133,Adj Vltg Select,0,,159999,0,0,    ,True,False
0,1134,Adj Vltg Ref Hi,0.0,,100.0,0.0,0.0,%   ,True,False
0,1135,Adj Vltg Ref Lo,0.0,,100.0,0.0,0.0,%   ,True,False
0,1136,Adj Vltg TrimSel,0,,159999,0,0,    ,True,False
0,1137,Adj Vltg Trim Hi,0.0,,100.0,0.0,0.0,%   ,True,False
0,1138,Adj Vltg Trim Lo,0.0,,100.0,0.0,0.0,%   ,True,False
0,1139,Adj Vltg Command,0.00,,460.00,0.00,0.00,VAC ,False,False
0,1140,Adj Vltg AccTime,0.0,,3600.0,0.0,0.0,Secs,True,False
0,1141,Adj Vltg DecTime,0.0,,3600.0,0.0,0.0,Secs,True,False
0,1142,Adj Vltg Preset1,0.0,,529.0,0.0,0.0,VAC ,True,False
0,1143,Adj Vltg Preset2,0.0,,529.0,0.0,0.0,VAC ,True,False
0,1144,Adj Vltg Preset3,0.0,,529.0,0.0,0.0,VAC ,True,False
0,1145,Adj Vltg Preset4,0.0,,529.0,0.0,0.0,VAC ,True,False
0,1146,Adj Vltg Preset5,0.0,,529.0,0.0,0.0,VAC ,True,False
0,1147,Adj Vltg Preset6,0.0,,529.0,0.0,0.0,VAC ,True,False
0,1148,Adj Vltg Preset7,0.0,,529.0,0.0,0.0,VAC ,True,False
0,1149,Adj Vltg RefMult,0.0,,100.0,0.0,0.0,%   ,True,False
0,1150,Adj Vltg Scurve,0.0,,100.0,0.0,0.0,%   ,True,False
0,1151,Adj Vltg TrimPct,0.0,,100.0,-100.0,0.0,%   ,True,False
0,1152,Min Adj Voltage,0.0,,460.0,0.0,0.0,VAC ,True,False
0,1153,Dead Time Comp,100.00,,100.00,0.00,100.00,%   ,True,False
0,1154,DC Offset Ctrl,0,Disable     ,1,0,0,    ,True,False
0,1155,Reserved,0,,0,0,0,    ,False,False
0,1156,Reserved,0,,0,0,0,    ,False,False
0,1157,Reserved,0,,0,0,0,    ,False,False
0,1158,Reserved,0,,0,0,0,    ,False,False
0,1159,Reserved,0,,0,0,0,    ,False,False
0,1160,Reserved,0,,0,0,0,    ,False,False
0,1161,Reserved,0,,0,0,0,    ,False,False
0,1162,Reserved,0,,0,0,0,    ,False,False
0,1163,Reserved,0,,0,0,0,    ,False,False
0,1164,Reserved,0,,0,0,0,    ,False,False
0,1165,Rod Speed,0.00,,10000.00,0.00,0.00,RPM ,False,False
0,1166,Rod Torque,0.00,,10000.00,0.00,0.00,FtLb,False,False
0,1167,Rod Speed Cmd,0.00,,10000.00,0.00,0.00,RPM ,False,False
0,1168,TorqAlarm Action,0,Ignore      ,1,0,0,    ,True,False
0,1169,TorqAlarm Config,0000,Torque Level,0003,0000,0000,    ,True,False
0,1170,TorqAlarm Dwell,0.0,,60.0,0.0,0.0,Secs,True,False
0,1171,TorqAlarm Level,0.0,,5000.0,0.0,0.0,FtLb,True,False
0,1172,TorqAlm Timeout,0.0,,600.0,0.0,0.0,Secs,True,False
0,1173,TorqAlarm TOActn,0,Ignore      ,6,0,0,    ,True,False
0,1174,Total Gear Ratio,0.0,,32000.0,0.0,0.0,    ,False,False
0,1175,Max Rod Speed,300.0,,600.0,200.0,300.0,RPM ,True,False
0,1176,Max Rod Torque,500.0,,3000.0,0.0,500.0,FtLb,True,False
0,1177,Min Rod Speed,0.0,,199.0,0.0,0.0,RPM ,True,False
0,1178,Motor Sheave,10.00,,25.00,0.25,10.00,Inch,True,False
0,1179,OilWell Pump Cfg,0,Disable     ,2,0,0,    ,True,False
0,1180,PCP Pump Sheave,20.00,,200.00,0.25,20.00,Inch,True,False
0,1181,Gearbox Limit,100.0,,200.0,0.0,100.0,%   ,True,False
0,1182,Gearbox Rating,640.0,,2560.0,16.0,640.0,Kin#,True,False
0,1183,Gearbox Ratio,1.0,,40.0,1.0,1.0,    ,True,False
0,1184,Gearbox Sheave,0.25,,100.00,0.25,0.25,Inch,True,False
0,1185,TorqAlarm LoLvl,0.0,,5000.0,0.0,0.0,FtLb,True,False
0,1186,Reserved,0,,0,0,0,    ,False,False
0,1187,Pump Off Config,0,Automatic   ,2,0,0,    ,True,False
0,1188,Pump Off Setup,0000,Pos Filter  ,001F,0000,0000,    ,True,False
0,1189,Pump Off Action,0,Change Speed,3,0,0,    ,True,False
0,1190,Pump Off Control,0,Disable     ,2,0,0,    ,True,False
0,1191,Pump Off Status,0010,,007F,0000,0000,    ,False,False
0,1192,Pump Cycle Store,0,Disable     ,1,0,0,    ,True,False
0,1193,Set Top ofStroke,0,Disable     ,1,0,0,    ,True,False
0,1194,Torque Setpoint,0.00,,100.00,0.00,0.00,%   ,True,False
0,1195,Pump Off Level,5.00,,100.00,0.00,5.00,%   ,True,False
0,1196,Pump Off Speed,20.00,,100.00,0.00,20.00,%   ,True,False
0,1197,Pump Off Time,600.00,,60000.00,120.00,600.00,Secs,True,False
0,1198,Pct Cycle Torque,0.00,,200.00,-100.00,0.00,%   ,False,False
0,1199,Pct Lift Torque,0.00,,200.00,-100.00,0.00,%   ,False,False
0,1200,Pct Drop Torque,0.00,,200.00,-100.00,0.00,%   ,False,False
